,img,exp_val,clus_pred,treshold,kern_size,text,clus-error,delta_bacche_abs,delta_bacche
0,count_11_109_2019_10_02_4864_912_1216.png,11,50.0,0.45,350.0,the number of berries,1521.0,39.0,39.0
0,count_11_114_2019_10_02_4864_456_4256.png,11,72.0,0.45,350.0,the number of berries,3721.0,61.0,61.0
0,count_11_116_2019_10_02_4864_1824_608.png,11,68.0,0.45,350.0,the number of berries,3249.0,57.0,57.0
0,count_11_119_2019_10_02_4864_00_3648.png,11,18.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_11_119_2019_10_02_4864_1824_00.png,11,33.0,0.45,350.0,the number of berries,484.0,22.0,22.0
0,count_11_120_2019_10_02_4864_00_00.png,11,5.0,0.45,350.0,the number of berries,36.0,6.0,-6.0
0,count_11_121_2019_10_02_4864_00_00.png,11,20.0,0.45,350.0,the number of berries,81.0,9.0,9.0
0,count_11_122_2019_10_02_4864_1368_3040.png,11,45.0,0.45,350.0,the number of berries,1156.0,34.0,34.0
0,count_11_126_2019_10_02_4864_00_00.png,11,31.0,0.45,350.0,the number of berries,400.0,20.0,20.0
0,count_11_126_2019_10_02_4864_912_1216.png,11,29.0,0.45,350.0,the number of berries,324.0,18.0,18.0
0,count_11_127_2019_10_02_4864_00_608.png,11,6.0,0.45,350.0,the number of berries,25.0,5.0,-5.0
0,count_11_127_2019_10_02_4864_456_4256.png,11,14.0,0.45,350.0,the number of berries,9.0,3.0,3.0
0,count_11_131_2019_10_02_4864_1368_00.png,11,16.0,0.45,350.0,the number of berries,25.0,5.0,5.0
0,count_11_131_2019_10_02_4864_1368_1824.png,11,22.0,0.45,350.0,the number of berries,121.0,11.0,11.0
0,count_11_131_2019_10_02_4864_912_3040.png,11,30.0,0.45,350.0,the number of berries,361.0,19.0,19.0
0,count_11_132_2019_10_02_4864_00_1824.png,11,25.0,0.45,350.0,the number of berries,196.0,14.0,14.0
0,count_11_133_2019_10_02_4864_00_3648.png,11,9.0,0.45,350.0,the number of berries,4.0,2.0,-2.0
0,count_11_133_2019_10_02_4864_2280_2432.png,11,15.0,0.45,350.0,the number of berries,16.0,4.0,4.0
0,count_11_133_2019_10_02_4864_456_1216.png,11,8.0,0.45,350.0,the number of berries,9.0,3.0,-3.0
0,count_11_134_2019_10_02_4864_00_00.png,11,4.0,0.45,350.0,the number of berries,49.0,7.0,-7.0
0,count_11_137_2019_10_02_4864_3192_3648.png,11,10.0,0.45,350.0,the number of berries,1.0,1.0,-1.0
0,count_11_138_2019_10_02_4864_2736_00.png,11,33.0,0.45,350.0,the number of berries,484.0,22.0,22.0
0,count_11_138_2019_10_02_4864_3192_00.png,11,11.0,0.45,350.0,the number of berries,0.0,0.0,0.0
0,count_11_144_2019_10_02_4864_2280_4256.png,11,43.0,0.45,350.0,the number of berries,1024.0,32.0,32.0
0,count_11_144_2019_10_02_4864_3192_1216.png,11,27.0,0.45,350.0,the number of berries,256.0,16.0,16.0
0,count_11_148_2019_10_02_4864_2736_00.png,11,16.0,0.45,350.0,the number of berries,25.0,5.0,5.0
0,count_11_148_2019_10_02_4864_912_00.png,11,17.0,0.45,350.0,the number of berries,36.0,6.0,6.0
0,count_11_151_2019_10_02_4864_00_4256.png,11,15.0,0.45,350.0,the number of berries,16.0,4.0,4.0
0,count_12_109_2019_10_02_4864_00_608.png,12,19.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_12_109_2019_10_02_4864_1824_608.png,12,19.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_12_109_2019_10_02_4864_2280_608.png,12,11.0,0.45,350.0,the number of berries,1.0,1.0,-1.0
0,count_12_110_2019_10_02_4864_912_4256.png,12,48.0,0.45,350.0,the number of berries,1296.0,36.0,36.0
0,count_12_115_2019_10_02_4864_3192_1216.png,12,52.0,0.45,350.0,the number of berries,1600.0,40.0,40.0
0,count_12_116_2019_10_02_4864_456_3040.png,12,10.0,0.45,350.0,the number of berries,4.0,2.0,-2.0
0,count_12_118_2019_10_02_4864_00_4256.png,12,68.0,0.45,350.0,the number of berries,3136.0,56.0,56.0
0,count_12_118_2019_10_02_4864_00_608.png,12,33.0,0.45,350.0,the number of berries,441.0,21.0,21.0
0,count_12_118_2019_10_02_4864_2736_4256.png,12,32.0,0.45,350.0,the number of berries,400.0,20.0,20.0
0,count_12_119_2019_10_02_4864_2736_4256.png,12,35.0,0.45,350.0,the number of berries,529.0,23.0,23.0
0,count_12_122_2019_10_02_4864_00_2432.png,12,5.0,0.45,350.0,the number of berries,49.0,7.0,-7.0
0,count_12_122_2019_10_02_4864_2280_4256.png,12,14.0,0.45,350.0,the number of berries,4.0,2.0,2.0
0,count_12_125_2019_10_02_4864_2736_4256.png,12,30.0,0.45,350.0,the number of berries,324.0,18.0,18.0
0,count_12_133_2019_10_02_4864_1824_00.png,12,82.0,0.45,350.0,the number of berries,4900.0,70.0,70.0
0,count_12_133_2019_10_02_4864_3192_3040.png,12,19.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_12_137_2019_10_02_4864_912_4256.png,12,68.0,0.45,350.0,the number of berries,3136.0,56.0,56.0
0,count_12_144_2019_10_02_4864_00_4256.png,12,36.0,0.45,350.0,the number of berries,576.0,24.0,24.0
0,count_12_151_2019_10_02_4864_1824_3648.png,12,32.0,0.45,350.0,the number of berries,400.0,20.0,20.0
0,count_12_151_2019_10_02_4864_2280_1216.png,12,49.0,0.45,350.0,the number of berries,1369.0,37.0,37.0
0,count_12_151_2019_10_02_4864_3192_1216.png,12,79.0,0.45,350.0,the number of berries,4489.0,67.0,67.0
0,count_13_112_2019_10_02_4864_1824_3648.png,13,82.0,0.45,350.0,the number of berries,4761.0,69.0,69.0
0,count_13_115_2019_10_02_4864_2736_3040.png,13,25.0,0.45,350.0,the number of berries,144.0,12.0,12.0
0,count_13_118_2019_10_02_4864_1368_1824.png,13,50.0,0.45,350.0,the number of berries,1369.0,37.0,37.0
0,count_13_118_2019_10_02_4864_2736_00.png,13,22.0,0.45,350.0,the number of berries,81.0,9.0,9.0
0,count_13_118_2019_10_02_4864_912_2432.png,13,54.0,0.45,350.0,the number of berries,1681.0,41.0,41.0
0,count_13_119_2019_10_02_4864_2280_2432.png,13,20.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_13_119_2019_10_02_4864_3192_3648.png,13,12.0,0.45,350.0,the number of berries,1.0,1.0,-1.0
0,count_13_121_2019_10_02_4864_3192_00.png,13,25.0,0.45,350.0,the number of berries,144.0,12.0,12.0
0,count_13_122_2019_10_02_4864_456_4256.png,13,4.0,0.45,350.0,the number of berries,81.0,9.0,-9.0
0,count_13_124_2019_10_02_4864_00_3648.png,13,6.0,0.45,350.0,the number of berries,49.0,7.0,-7.0
0,count_13_125_2019_10_02_4864_3192_3040.png,13,0.0,0.45,350.0,the number of berries,169.0,13.0,-13.0
0,count_13_125_2019_10_02_4864_912_4256.png,13,40.0,0.45,350.0,the number of berries,729.0,27.0,27.0
0,count_13_128_2019_10_02_4864_00_608.png,13,17.0,0.45,350.0,the number of berries,16.0,4.0,4.0
0,count_13_130_2019_10_02_4864_2736_00.png,13,7.0,0.45,350.0,the number of berries,36.0,6.0,-6.0
0,count_13_133_2019_10_02_4864_456_608.png,13,20.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_13_144_2019_10_02_4864_00_00.png,13,9.0,0.45,350.0,the number of berries,16.0,4.0,-4.0
0,count_13_148_2019_10_02_4864_3192_1824.png,13,12.0,0.45,350.0,the number of berries,1.0,1.0,-1.0
0,count_14_109_2019_10_02_4864_00_1824.png,14,19.0,0.45,350.0,the number of berries,25.0,5.0,5.0
0,count_14_110_2019_10_02_4864_456_2432.png,14,33.0,0.45,350.0,the number of berries,361.0,19.0,19.0
0,count_14_110_2019_10_02_4864_912_3040.png,14,29.0,0.45,350.0,the number of berries,225.0,15.0,15.0
0,count_14_111_2019_10_02_4864_3192_3648.png,14,22.0,0.45,350.0,the number of berries,64.0,8.0,8.0
0,count_14_112_2019_10_02_4864_1368_00.png,14,56.0,0.45,350.0,the number of berries,1764.0,42.0,42.0
0,count_14_114_2019_10_02_4864_00_4256.png,14,77.0,0.45,350.0,the number of berries,3969.0,63.0,63.0
0,count_14_114_2019_10_02_4864_456_3040.png,14,69.0,0.45,350.0,the number of berries,3025.0,55.0,55.0
0,count_14_118_2019_10_02_4864_3192_3648.png,14,19.0,0.45,350.0,the number of berries,25.0,5.0,5.0
0,count_14_119_2019_10_02_4864_1368_3040.png,14,31.0,0.45,350.0,the number of berries,289.0,17.0,17.0
0,count_14_119_2019_10_02_4864_2280_4256.png,14,32.0,0.45,350.0,the number of berries,324.0,18.0,18.0
0,count_14_119_2019_10_02_4864_456_3040.png,14,26.0,0.45,350.0,the number of berries,144.0,12.0,12.0
0,count_14_120_2019_10_02_4864_00_4256.png,14,86.0,0.45,350.0,the number of berries,5184.0,72.0,72.0
0,count_14_120_2019_10_02_4864_2736_3040.png,14,17.0,0.45,350.0,the number of berries,9.0,3.0,3.0
0,count_14_121_2019_10_02_4864_912_1216.png,14,23.0,0.45,350.0,the number of berries,81.0,9.0,9.0
0,count_14_125_2019_10_02_4864_912_3040.png,14,20.0,0.45,350.0,the number of berries,36.0,6.0,6.0
0,count_14_130_2019_10_02_4864_2736_4256.png,14,39.0,0.45,350.0,the number of berries,625.0,25.0,25.0
0,count_14_130_2019_10_02_4864_456_4256.png,14,117.0,0.45,350.0,the number of berries,10609.0,103.0,103.0
0,count_14_131_2019_10_02_4864_2280_1216.png,14,20.0,0.45,350.0,the number of berries,36.0,6.0,6.0
0,count_14_136_2019_10_02_4864_2736_00.png,14,21.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_14_136_2019_10_02_4864_2736_1216.png,14,30.0,0.45,350.0,the number of berries,256.0,16.0,16.0
0,count_14_136_2019_10_02_4864_3192_00.png,14,20.0,0.45,350.0,the number of berries,36.0,6.0,6.0
0,count_14_138_2019_10_02_4864_2280_608.png,14,55.0,0.45,350.0,the number of berries,1681.0,41.0,41.0
0,count_14_144_2019_10_02_4864_1824_608.png,14,40.0,0.45,350.0,the number of berries,676.0,26.0,26.0
0,count_14_148_2019_10_02_4864_00_3648.png,14,52.0,0.45,350.0,the number of berries,1444.0,38.0,38.0
0,count_15_108_2019_10_02_4864_1368_00.png,15,29.0,0.45,350.0,the number of berries,196.0,14.0,14.0
0,count_15_110_2019_10_02_4864_1368_1216.png,15,27.0,0.45,350.0,the number of berries,144.0,12.0,12.0
0,count_15_110_2019_10_02_4864_1824_3648.png,15,63.0,0.45,350.0,the number of berries,2304.0,48.0,48.0
0,count_15_111_2019_10_02_4864_1824_2432.png,15,21.0,0.45,350.0,the number of berries,36.0,6.0,6.0
0,count_15_112_2019_10_02_4864_2280_4256.png,15,25.0,0.45,350.0,the number of berries,100.0,10.0,10.0
0,count_15_112_2019_10_02_4864_912_3040.png,15,62.0,0.45,350.0,the number of berries,2209.0,47.0,47.0
0,count_15_116_2019_10_02_4864_00_1824.png,15,38.0,0.45,350.0,the number of berries,529.0,23.0,23.0
0,count_15_116_2019_10_02_4864_00_2432.png,15,18.0,0.45,350.0,the number of berries,9.0,3.0,3.0
0,count_15_118_2019_10_02_4864_00_1824.png,15,53.0,0.45,350.0,the number of berries,1444.0,38.0,38.0
0,count_15_118_2019_10_02_4864_3192_1216.png,15,23.0,0.45,350.0,the number of berries,64.0,8.0,8.0
0,count_15_119_2019_10_02_4864_00_1824.png,15,51.0,0.45,350.0,the number of berries,1296.0,36.0,36.0
0,count_15_119_2019_10_02_4864_1824_3648.png,15,49.0,0.45,350.0,the number of berries,1156.0,34.0,34.0
0,count_15_119_2019_10_02_4864_1824_4256.png,15,29.0,0.45,350.0,the number of berries,196.0,14.0,14.0
0,count_15_122_2019_10_02_4864_1824_4256.png,15,31.0,0.45,350.0,the number of berries,256.0,16.0,16.0
0,count_15_122_2019_10_02_4864_456_3040.png,15,7.0,0.45,350.0,the number of berries,64.0,8.0,-8.0
0,count_15_123_2019_10_02_4864_456_608.png,15,58.0,0.45,350.0,the number of berries,1849.0,43.0,43.0
0,count_15_125_2019_10_02_4864_1824_4256.png,15,21.0,0.45,350.0,the number of berries,36.0,6.0,6.0
0,count_15_125_2019_10_02_4864_456_2432.png,15,36.0,0.45,350.0,the number of berries,441.0,21.0,21.0
0,count_15_127_2019_10_02_4864_2280_2432.png,15,45.0,0.45,350.0,the number of berries,900.0,30.0,30.0
0,count_15_128_2019_10_02_4864_00_1824.png,15,19.0,0.45,350.0,the number of berries,16.0,4.0,4.0
0,count_15_130_2019_10_02_4864_912_00.png,15,7.0,0.45,350.0,the number of berries,64.0,8.0,-8.0
0,count_15_131_2019_10_02_4864_1368_3040.png,15,15.0,0.45,350.0,the number of berries,0.0,0.0,0.0
0,count_15_133_2019_10_02_4864_00_608.png,15,19.0,0.45,350.0,the number of berries,16.0,4.0,4.0
0,count_15_133_2019_10_02_4864_1368_3040.png,15,26.0,0.45,350.0,the number of berries,121.0,11.0,11.0
0,count_15_134_2019_10_02_4864_912_00.png,15,5.0,0.45,350.0,the number of berries,100.0,10.0,-10.0
0,count_15_136_2019_10_02_4864_2736_4256.png,15,5.0,0.45,350.0,the number of berries,100.0,10.0,-10.0
0,count_15_138_2019_10_02_4864_456_4256.png,15,63.0,0.45,350.0,the number of berries,2304.0,48.0,48.0
0,count_15_139_2019_10_02_4864_00_3648.png,15,112.0,0.45,350.0,the number of berries,9409.0,97.0,97.0
0,count_15_141_2019_10_02_4864_00_3648.png,15,35.0,0.45,350.0,the number of berries,400.0,20.0,20.0
0,count_15_141_2019_10_02_4864_2736_3040.png,15,51.0,0.45,350.0,the number of berries,1296.0,36.0,36.0
0,count_15_144_2019_10_02_4864_1824_3648.png,15,57.0,0.45,350.0,the number of berries,1764.0,42.0,42.0
0,count_15_146_2019_10_02_4864_00_1824.png,15,40.0,0.45,350.0,the number of berries,625.0,25.0,25.0
0,count_15_147_2019_10_02_4864_00_4256.png,15,73.0,0.45,350.0,the number of berries,3364.0,58.0,58.0
0,count_15_147_2019_10_02_4864_2280_2432.png,15,17.0,0.45,350.0,the number of berries,4.0,2.0,2.0
0,count_15_147_2019_10_02_4864_3192_3040.png,15,1.0,0.45,350.0,the number of berries,196.0,14.0,-14.0
0,count_15_147_2019_10_02_4864_456_4256.png,15,70.0,0.45,350.0,the number of berries,3025.0,55.0,55.0
0,count_15_149_2019_10_02_4864_3192_00.png,15,40.0,0.45,350.0,the number of berries,625.0,25.0,25.0
0,count_15_162_2019_10_02_4864_00_00.png,15,6.0,0.45,350.0,the number of berries,81.0,9.0,-9.0
0,count_15_162_2019_10_02_4864_3192_3040.png,15,9.0,0.45,350.0,the number of berries,36.0,6.0,-6.0
0,count_16_109_2019_10_02_4864_1824_1824.png,16,38.0,0.45,350.0,the number of berries,484.0,22.0,22.0
0,count_16_109_2019_10_02_4864_3192_1824.png,16,59.0,0.45,350.0,the number of berries,1849.0,43.0,43.0
0,count_16_110_2019_10_02_4864_3192_3648.png,16,64.0,0.45,350.0,the number of berries,2304.0,48.0,48.0
0,count_16_111_2019_10_02_4864_1824_1824.png,16,65.0,0.45,350.0,the number of berries,2401.0,49.0,49.0
0,count_16_118_2019_10_02_4864_1824_00.png,16,48.0,0.45,350.0,the number of berries,1024.0,32.0,32.0
0,count_16_118_2019_10_02_4864_2280_1216.png,16,27.0,0.45,350.0,the number of berries,121.0,11.0,11.0
0,count_16_118_2019_10_02_4864_3192_00.png,16,17.0,0.45,350.0,the number of berries,1.0,1.0,1.0
0,count_16_120_2019_10_02_4864_1368_3040.png,16,40.0,0.45,350.0,the number of berries,576.0,24.0,24.0
0,count_16_122_2019_10_02_4864_00_1824.png,16,17.0,0.45,350.0,the number of berries,1.0,1.0,1.0
0,count_16_122_2019_10_02_4864_1368_1824.png,16,24.0,0.45,350.0,the number of berries,64.0,8.0,8.0
0,count_16_122_2019_10_02_4864_3192_1824.png,16,56.0,0.45,350.0,the number of berries,1600.0,40.0,40.0
0,count_16_123_2019_10_02_4864_456_2432.png,16,12.0,0.45,350.0,the number of berries,16.0,4.0,-4.0
0,count_16_125_2019_10_02_4864_00_1824.png,16,36.0,0.45,350.0,the number of berries,400.0,20.0,20.0
0,count_16_127_2019_10_02_4864_1824_3648.png,16,25.0,0.45,350.0,the number of berries,81.0,9.0,9.0
0,count_16_127_2019_10_02_4864_2280_4256.png,16,13.0,0.45,350.0,the number of berries,9.0,3.0,-3.0
0,count_16_127_2019_10_02_4864_912_3040.png,16,8.0,0.45,350.0,the number of berries,64.0,8.0,-8.0
0,count_16_129_2019_10_02_4864_1368_3040.png,16,32.0,0.45,350.0,the number of berries,256.0,16.0,16.0
0,count_16_129_2019_10_02_4864_912_3040.png,16,24.0,0.45,350.0,the number of berries,64.0,8.0,8.0
0,count_16_130_2019_10_02_4864_00_00.png,16,2.0,0.45,350.0,the number of berries,196.0,14.0,-14.0
0,count_16_130_2019_10_02_4864_912_4256.png,16,100.0,0.45,350.0,the number of berries,7056.0,84.0,84.0
0,count_16_132_2019_10_02_4864_00_3648.png,16,1.0,0.45,350.0,the number of berries,225.0,15.0,-15.0
0,count_16_133_2019_10_02_4864_1368_00.png,16,60.0,0.45,350.0,the number of berries,1936.0,44.0,44.0
0,count_16_133_2019_10_02_4864_1368_1216.png,16,42.0,0.45,350.0,the number of berries,676.0,26.0,26.0
0,count_16_135_2019_10_02_4864_1824_4256.png,16,62.0,0.45,350.0,the number of berries,2116.0,46.0,46.0
0,count_16_136_2019_10_02_4864_2280_2432.png,16,53.0,0.45,350.0,the number of berries,1369.0,37.0,37.0
0,count_16_138_2019_10_02_4864_00_2432.png,16,66.0,0.45,350.0,the number of berries,2500.0,50.0,50.0
0,count_16_140_2019_10_02_4864_00_3648.png,16,58.0,0.45,350.0,the number of berries,1764.0,42.0,42.0
0,count_16_144_2019_10_02_4864_2280_608.png,16,44.0,0.45,350.0,the number of berries,784.0,28.0,28.0
0,count_16_146_2019_10_02_4864_456_608.png,16,11.0,0.45,350.0,the number of berries,25.0,5.0,-5.0
0,count_16_147_2019_10_02_4864_2736_00.png,16,26.0,0.45,350.0,the number of berries,100.0,10.0,10.0
0,count_16_148_2019_10_02_4864_00_608.png,16,15.0,0.45,350.0,the number of berries,1.0,1.0,-1.0
0,count_16_150_2019_10_02_4864_1824_00.png,16,60.0,0.45,350.0,the number of berries,1936.0,44.0,44.0
0,count_16_150_2019_10_02_4864_3192_1216.png,16,93.0,0.45,350.0,the number of berries,5929.0,77.0,77.0
0,count_16_150_2019_10_02_4864_456_608.png,16,32.0,0.45,350.0,the number of berries,256.0,16.0,16.0
0,count_16_151_2019_10_02_4864_2736_4256.png,16,4.0,0.45,350.0,the number of berries,144.0,12.0,-12.0
0,count_17_108_2019_10_02_4864_456_608.png,17,28.0,0.45,350.0,the number of berries,121.0,11.0,11.0
0,count_17_111_2019_10_02_4864_2280_608.png,17,51.0,0.45,350.0,the number of berries,1156.0,34.0,34.0
0,count_17_112_2019_10_02_4864_3192_3040.png,17,94.0,0.45,350.0,the number of berries,5929.0,77.0,77.0
0,count_17_114_2019_10_02_4864_2736_1216.png,17,25.0,0.45,350.0,the number of berries,64.0,8.0,8.0
0,count_17_116_2019_10_02_4864_456_2432.png,17,17.0,0.45,350.0,the number of berries,0.0,0.0,0.0
0,count_17_118_2019_10_02_4864_1368_00.png,17,41.0,0.45,350.0,the number of berries,576.0,24.0,24.0
0,count_17_119_2019_10_02_4864_00_00.png,17,41.0,0.45,350.0,the number of berries,576.0,24.0,24.0
0,count_17_119_2019_10_02_4864_2736_2432.png,17,35.0,0.45,350.0,the number of berries,324.0,18.0,18.0
0,count_17_120_2019_10_02_4864_00_1824.png,17,47.0,0.45,350.0,the number of berries,900.0,30.0,30.0
0,count_17_120_2019_10_02_4864_1368_1216.png,17,26.0,0.45,350.0,the number of berries,81.0,9.0,9.0
0,count_17_120_2019_10_02_4864_2280_1216.png,17,6.0,0.45,350.0,the number of berries,121.0,11.0,-11.0
0,count_17_120_2019_10_02_4864_2280_3040.png,17,30.0,0.45,350.0,the number of berries,169.0,13.0,13.0
0,count_17_122_2019_10_02_4864_1824_3648.png,17,20.0,0.45,350.0,the number of berries,9.0,3.0,3.0
0,count_17_122_2019_10_02_4864_3192_1216.png,17,25.0,0.45,350.0,the number of berries,64.0,8.0,8.0
0,count_17_125_2019_10_02_4864_3192_1216.png,17,44.0,0.45,350.0,the number of berries,729.0,27.0,27.0
0,count_17_126_2019_10_02_4864_1368_00.png,17,85.0,0.45,350.0,the number of berries,4624.0,68.0,68.0
0,count_17_127_2019_10_02_4864_00_4256.png,17,3.0,0.45,350.0,the number of berries,196.0,14.0,-14.0
0,count_17_128_2019_10_02_4864_00_00.png,17,9.0,0.45,350.0,the number of berries,64.0,8.0,-8.0
0,count_17_130_2019_10_02_4864_2280_4256.png,17,68.0,0.45,350.0,the number of berries,2601.0,51.0,51.0
0,count_17_130_2019_10_02_4864_456_3040.png,17,43.0,0.45,350.0,the number of berries,676.0,26.0,26.0
0,count_17_130_2019_10_02_4864_456_608.png,17,14.0,0.45,350.0,the number of berries,9.0,3.0,-3.0
0,count_17_142_2019_10_02_4864_1368_00.png,17,107.0,0.45,350.0,the number of berries,8100.0,90.0,90.0
0,count_17_143_2019_10_02_4864_1824_00.png,17,68.0,0.45,350.0,the number of berries,2601.0,51.0,51.0
0,count_17_144_2019_10_02_4864_912_4256.png,17,45.0,0.45,350.0,the number of berries,784.0,28.0,28.0
0,count_17_147_2019_10_02_4864_2280_608.png,17,48.0,0.45,350.0,the number of berries,961.0,31.0,31.0
0,count_17_147_2019_10_02_4864_912_1216.png,17,40.0,0.45,350.0,the number of berries,529.0,23.0,23.0
0,count_17_148_2019_10_02_4864_1824_608.png,17,47.0,0.45,350.0,the number of berries,900.0,30.0,30.0
0,count_17_148_2019_10_02_4864_456_3040.png,17,24.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_17_150_2019_10_02_4864_3192_3040.png,17,43.0,0.45,350.0,the number of berries,676.0,26.0,26.0
0,count_18_109_2019_10_02_4864_1824_3648.png,18,63.0,0.45,350.0,the number of berries,2025.0,45.0,45.0
0,count_18_110_2019_10_02_4864_1368_1824.png,18,71.0,0.45,350.0,the number of berries,2809.0,53.0,53.0
0,count_18_110_2019_10_02_4864_456_608.png,18,34.0,0.45,350.0,the number of berries,256.0,16.0,16.0
0,count_18_111_2019_10_02_4864_00_1824.png,18,45.0,0.45,350.0,the number of berries,729.0,27.0,27.0
0,count_18_111_2019_10_02_4864_1368_00.png,18,49.0,0.45,350.0,the number of berries,961.0,31.0,31.0
0,count_18_111_2019_10_02_4864_456_4256.png,18,30.0,0.45,350.0,the number of berries,144.0,12.0,12.0
0,count_18_115_2019_10_02_4864_1824_00.png,18,53.0,0.45,350.0,the number of berries,1225.0,35.0,35.0
0,count_18_115_2019_10_02_4864_2280_608.png,18,47.0,0.45,350.0,the number of berries,841.0,29.0,29.0
0,count_18_116_2019_10_02_4864_456_1216.png,18,29.0,0.45,350.0,the number of berries,121.0,11.0,11.0
0,count_18_116_2019_10_02_4864_456_4256.png,18,12.0,0.45,350.0,the number of berries,36.0,6.0,-6.0
0,count_18_118_2019_10_02_4864_00_2432.png,18,65.0,0.45,350.0,the number of berries,2209.0,47.0,47.0
0,count_18_118_2019_10_02_4864_3192_1824.png,18,19.0,0.45,350.0,the number of berries,1.0,1.0,1.0
0,count_18_118_2019_10_02_4864_456_1216.png,18,54.0,0.45,350.0,the number of berries,1296.0,36.0,36.0
0,count_18_118_2019_10_02_4864_912_4256.png,18,81.0,0.45,350.0,the number of berries,3969.0,63.0,63.0
0,count_18_119_2019_10_02_4864_3192_1824.png,18,19.0,0.45,350.0,the number of berries,1.0,1.0,1.0
0,count_18_120_2019_10_02_4864_2736_1216.png,18,9.0,0.45,350.0,the number of berries,81.0,9.0,-9.0
0,count_18_121_2019_10_02_4864_1368_00.png,18,23.0,0.45,350.0,the number of berries,25.0,5.0,5.0
0,count_18_122_2019_10_02_4864_1368_1216.png,18,15.0,0.45,350.0,the number of berries,9.0,3.0,-3.0
0,count_18_122_2019_10_02_4864_2280_3040.png,18,22.0,0.45,350.0,the number of berries,16.0,4.0,4.0
0,count_18_122_2019_10_02_4864_2736_3040.png,18,25.0,0.45,350.0,the number of berries,49.0,7.0,7.0
0,count_18_122_2019_10_02_4864_456_2432.png,18,7.0,0.45,350.0,the number of berries,121.0,11.0,-11.0
0,count_18_123_2019_10_02_4864_00_4256.png,18,19.0,0.45,350.0,the number of berries,1.0,1.0,1.0
0,count_18_125_2019_10_02_4864_456_4256.png,18,9.0,0.45,350.0,the number of berries,81.0,9.0,-9.0
0,count_18_126_2019_10_02_4864_00_2432.png,18,5.0,0.45,350.0,the number of berries,169.0,13.0,-13.0
0,count_18_127_2019_10_02_4864_2736_1216.png,18,108.0,0.45,350.0,the number of berries,8100.0,90.0,90.0
0,count_18_127_2019_10_02_4864_2736_4256.png,18,12.0,0.45,350.0,the number of berries,36.0,6.0,-6.0
0,count_18_131_2019_10_02_4864_00_00.png,18,43.0,0.45,350.0,the number of berries,625.0,25.0,25.0
