,img,exp_val,clus_pred,treshold,kern_size,text,clus-error,delta_bacche_abs,delta_bacche
0,count_101_271_2019_09_11_4864_00_00.png,101,134.0,0.075,350.0,the number of berries,1089.0,33.0,33.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,59.0,0.02,350.0,the number of berries,1849.0,43.0,-43.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,71.0,0.025,350.0,the number of berries,961.0,31.0,-31.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,85.0,0.03,350.0,the number of berries,289.0,17.0,-17.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,119.0,0.035,350.0,the number of berries,289.0,17.0,17.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,132.0,0.04,350.0,the number of berries,900.0,30.0,30.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,124.0,0.045,350.0,the number of berries,484.0,22.0,22.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,135.0,0.05,350.0,the number of berries,1089.0,33.0,33.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,135.0,0.055,350.0,the number of berries,1089.0,33.0,33.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,166.0,0.06,350.0,the number of berries,4096.0,64.0,64.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,179.0,0.065,350.0,the number of berries,5929.0,77.0,77.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,191.0,0.07,350.0,the number of berries,7921.0,89.0,89.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,190.0,0.075,350.0,the number of berries,7744.0,88.0,88.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,106.0,0.02,350.0,the number of berries,16.0,4.0,4.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,118.0,0.025,350.0,the number of berries,256.0,16.0,16.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,120.0,0.03,350.0,the number of berries,324.0,18.0,18.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,137.0,0.035,350.0,the number of berries,1225.0,35.0,35.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,158.0,0.04,350.0,the number of berries,3136.0,56.0,56.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,163.0,0.045,350.0,the number of berries,3721.0,61.0,61.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,190.0,0.05,350.0,the number of berries,7744.0,88.0,88.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,184.0,0.055,350.0,the number of berries,6724.0,82.0,82.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,187.0,0.06,350.0,the number of berries,7225.0,85.0,85.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,185.0,0.065,350.0,the number of berries,6889.0,83.0,83.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,184.0,0.07,350.0,the number of berries,6724.0,82.0,82.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,185.0,0.075,350.0,the number of berries,6889.0,83.0,83.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,17.0,0.02,350.0,the number of berries,7744.0,88.0,-88.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,18.0,0.025,350.0,the number of berries,7569.0,87.0,-87.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,25.0,0.03,350.0,the number of berries,6400.0,80.0,-80.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,33.0,0.035,350.0,the number of berries,5184.0,72.0,-72.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,34.0,0.04,350.0,the number of berries,5041.0,71.0,-71.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,49.0,0.045,350.0,the number of berries,3136.0,56.0,-56.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,53.0,0.05,350.0,the number of berries,2704.0,52.0,-52.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,54.0,0.055,350.0,the number of berries,2601.0,51.0,-51.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,76.0,0.06,350.0,the number of berries,841.0,29.0,-29.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,71.0,0.065,350.0,the number of berries,1156.0,34.0,-34.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,82.0,0.07,350.0,the number of berries,529.0,23.0,-23.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,92.0,0.075,350.0,the number of berries,169.0,13.0,-13.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,56.0,0.02,350.0,the number of berries,2401.0,49.0,-49.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,67.0,0.025,350.0,the number of berries,1444.0,38.0,-38.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,82.0,0.03,350.0,the number of berries,529.0,23.0,-23.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,102.0,0.035,350.0,the number of berries,9.0,3.0,-3.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,108.0,0.04,350.0,the number of berries,9.0,3.0,3.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,128.0,0.045,350.0,the number of berries,529.0,23.0,23.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,134.0,0.05,350.0,the number of berries,841.0,29.0,29.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,154.0,0.055,350.0,the number of berries,2401.0,49.0,49.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,159.0,0.06,350.0,the number of berries,2916.0,54.0,54.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,169.0,0.065,350.0,the number of berries,4096.0,64.0,64.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,191.0,0.07,350.0,the number of berries,7396.0,86.0,86.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,190.0,0.075,350.0,the number of berries,7225.0,85.0,85.0
0,count_108_271_2019_09_11_4864_912_608.png,108,29.0,0.02,350.0,the number of berries,6241.0,79.0,-79.0
0,count_108_271_2019_09_11_4864_912_608.png,108,36.0,0.025,350.0,the number of berries,5184.0,72.0,-72.0
0,count_108_271_2019_09_11_4864_912_608.png,108,37.0,0.03,350.0,the number of berries,5041.0,71.0,-71.0
0,count_108_271_2019_09_11_4864_912_608.png,108,49.0,0.035,350.0,the number of berries,3481.0,59.0,-59.0
0,count_108_271_2019_09_11_4864_912_608.png,108,50.0,0.04,350.0,the number of berries,3364.0,58.0,-58.0
0,count_108_271_2019_09_11_4864_912_608.png,108,63.0,0.045,350.0,the number of berries,2025.0,45.0,-45.0
0,count_108_271_2019_09_11_4864_912_608.png,108,60.0,0.05,350.0,the number of berries,2304.0,48.0,-48.0
0,count_108_271_2019_09_11_4864_912_608.png,108,57.0,0.055,350.0,the number of berries,2601.0,51.0,-51.0
0,count_108_271_2019_09_11_4864_912_608.png,108,70.0,0.06,350.0,the number of berries,1444.0,38.0,-38.0
0,count_108_271_2019_09_11_4864_912_608.png,108,81.0,0.065,350.0,the number of berries,729.0,27.0,-27.0
0,count_108_271_2019_09_11_4864_912_608.png,108,89.0,0.07,350.0,the number of berries,361.0,19.0,-19.0
0,count_108_271_2019_09_11_4864_912_608.png,108,86.0,0.075,350.0,the number of berries,484.0,22.0,-22.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,11.0,0.02,350.0,the number of berries,1.0,1.0,1.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,10.0,0.025,350.0,the number of berries,0.0,0.0,0.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,8.0,0.03,350.0,the number of berries,4.0,2.0,-2.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,10.0,0.035,350.0,the number of berries,0.0,0.0,0.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,8.0,0.04,350.0,the number of berries,4.0,2.0,-2.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,10.0,0.045,350.0,the number of berries,0.0,0.0,0.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,9.0,0.05,350.0,the number of berries,1.0,1.0,-1.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,10.0,0.055,350.0,the number of berries,0.0,0.0,0.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,12.0,0.06,350.0,the number of berries,4.0,2.0,2.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,12.0,0.065,350.0,the number of berries,4.0,2.0,2.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,13.0,0.07,350.0,the number of berries,9.0,3.0,3.0
0,count_10_229_2019_10_18_4864_1368_3648.png,10,17.0,0.075,350.0,the number of berries,49.0,7.0,7.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,104.0,0.02,350.0,the number of berries,36.0,6.0,-6.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,137.0,0.025,350.0,the number of berries,729.0,27.0,27.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,162.0,0.03,350.0,the number of berries,2704.0,52.0,52.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,167.0,0.035,350.0,the number of berries,3249.0,57.0,57.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,190.0,0.04,350.0,the number of berries,6400.0,80.0,80.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,203.0,0.045,350.0,the number of berries,8649.0,93.0,93.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,204.0,0.05,350.0,the number of berries,8836.0,94.0,94.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,220.0,0.055,350.0,the number of berries,12100.0,110.0,110.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,241.0,0.06,350.0,the number of berries,17161.0,131.0,131.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,242.0,0.065,350.0,the number of berries,17424.0,132.0,132.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,238.0,0.07,350.0,the number of berries,16384.0,128.0,128.0
0,count_110_270_2019_09_11_4864_912_2432.png,110,244.0,0.075,350.0,the number of berries,17956.0,134.0,134.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,130.0,0.02,350.0,the number of berries,361.0,19.0,19.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,154.0,0.025,350.0,the number of berries,1849.0,43.0,43.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,149.0,0.03,350.0,the number of berries,1444.0,38.0,38.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,167.0,0.035,350.0,the number of berries,3136.0,56.0,56.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,180.0,0.04,350.0,the number of berries,4761.0,69.0,69.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,226.0,0.045,350.0,the number of berries,13225.0,115.0,115.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,220.0,0.05,350.0,the number of berries,11881.0,109.0,109.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,229.0,0.055,350.0,the number of berries,13924.0,118.0,118.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,234.0,0.06,350.0,the number of berries,15129.0,123.0,123.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,243.0,0.065,350.0,the number of berries,17424.0,132.0,132.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,255.0,0.07,350.0,the number of berries,20736.0,144.0,144.0
0,count_111_270_2019_09_11_4864_1368_1216.png,111,254.0,0.075,350.0,the number of berries,20449.0,143.0,143.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,46.0,0.02,350.0,the number of berries,4225.0,65.0,-65.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,50.0,0.025,350.0,the number of berries,3721.0,61.0,-61.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,66.0,0.03,350.0,the number of berries,2025.0,45.0,-45.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,79.0,0.035,350.0,the number of berries,1024.0,32.0,-32.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,85.0,0.04,350.0,the number of berries,676.0,26.0,-26.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,81.0,0.045,350.0,the number of berries,900.0,30.0,-30.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,112.0,0.05,350.0,the number of berries,1.0,1.0,1.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,123.0,0.055,350.0,the number of berries,144.0,12.0,12.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,134.0,0.06,350.0,the number of berries,529.0,23.0,23.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,131.0,0.065,350.0,the number of berries,400.0,20.0,20.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,140.0,0.07,350.0,the number of berries,841.0,29.0,29.0
0,count_111_270_2019_09_11_4864_912_1216.png,111,146.0,0.075,350.0,the number of berries,1225.0,35.0,35.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,25.0,0.02,350.0,the number of berries,7744.0,88.0,-88.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,25.0,0.025,350.0,the number of berries,7744.0,88.0,-88.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,36.0,0.03,350.0,the number of berries,5929.0,77.0,-77.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,46.0,0.035,350.0,the number of berries,4489.0,67.0,-67.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,45.0,0.04,350.0,the number of berries,4624.0,68.0,-68.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,53.0,0.045,350.0,the number of berries,3600.0,60.0,-60.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,57.0,0.05,350.0,the number of berries,3136.0,56.0,-56.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,73.0,0.055,350.0,the number of berries,1600.0,40.0,-40.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,87.0,0.06,350.0,the number of berries,676.0,26.0,-26.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,103.0,0.065,350.0,the number of berries,100.0,10.0,-10.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,108.0,0.07,350.0,the number of berries,25.0,5.0,-5.0
0,count_113_271_2019_09_11_4864_1368_2432.png,113,113.0,0.075,350.0,the number of berries,0.0,0.0,0.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,1.0,0.02,350.0,the number of berries,100.0,10.0,-10.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,2.0,0.025,350.0,the number of berries,81.0,9.0,-9.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,2.0,0.03,350.0,the number of berries,81.0,9.0,-9.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,2.0,0.035,350.0,the number of berries,81.0,9.0,-9.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,2.0,0.04,350.0,the number of berries,81.0,9.0,-9.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,2.0,0.045,350.0,the number of berries,81.0,9.0,-9.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,3.0,0.05,350.0,the number of berries,64.0,8.0,-8.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,3.0,0.055,350.0,the number of berries,64.0,8.0,-8.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,2.0,0.06,350.0,the number of berries,81.0,9.0,-9.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,7.0,0.065,350.0,the number of berries,16.0,4.0,-4.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,4.0,0.07,350.0,the number of berries,49.0,7.0,-7.0
0,count_11_229_2019_10_18_4864_1368_00.png,11,6.0,0.075,350.0,the number of berries,25.0,5.0,-5.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,12.0,0.02,350.0,the number of berries,1.0,1.0,1.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,11.0,0.025,350.0,the number of berries,0.0,0.0,0.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,11.0,0.03,350.0,the number of berries,0.0,0.0,0.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,12.0,0.035,350.0,the number of berries,1.0,1.0,1.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,10.0,0.04,350.0,the number of berries,1.0,1.0,-1.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,10.0,0.045,350.0,the number of berries,1.0,1.0,-1.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,13.0,0.05,350.0,the number of berries,4.0,2.0,2.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,11.0,0.055,350.0,the number of berries,0.0,0.0,0.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,12.0,0.06,350.0,the number of berries,1.0,1.0,1.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,14.0,0.065,350.0,the number of berries,9.0,3.0,3.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,16.0,0.07,350.0,the number of berries,25.0,5.0,5.0
0,count_11_230_2019_10_18_4864_1368_3648.png,11,18.0,0.075,350.0,the number of berries,49.0,7.0,7.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,34.0,0.02,350.0,the number of berries,7921.0,89.0,-89.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,47.0,0.025,350.0,the number of berries,5776.0,76.0,-76.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,47.0,0.03,350.0,the number of berries,5776.0,76.0,-76.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,58.0,0.035,350.0,the number of berries,4225.0,65.0,-65.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,62.0,0.04,350.0,the number of berries,3721.0,61.0,-61.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,71.0,0.045,350.0,the number of berries,2704.0,52.0,-52.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,76.0,0.05,350.0,the number of berries,2209.0,47.0,-47.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,84.0,0.055,350.0,the number of berries,1521.0,39.0,-39.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,103.0,0.06,350.0,the number of berries,400.0,20.0,-20.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,108.0,0.065,350.0,the number of berries,225.0,15.0,-15.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,118.0,0.07,350.0,the number of berries,25.0,5.0,-5.0
0,count_123_271_2019_09_11_4864_1368_3040.png,123,118.0,0.075,350.0,the number of berries,25.0,5.0,-5.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,3.0,0.02,350.0,the number of berries,81.0,9.0,-9.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,4.0,0.025,350.0,the number of berries,64.0,8.0,-8.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,2.0,0.03,350.0,the number of berries,100.0,10.0,-10.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,3.0,0.035,350.0,the number of berries,81.0,9.0,-9.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,3.0,0.04,350.0,the number of berries,81.0,9.0,-9.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,2.0,0.045,350.0,the number of berries,100.0,10.0,-10.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,2.0,0.05,350.0,the number of berries,100.0,10.0,-10.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,2.0,0.055,350.0,the number of berries,100.0,10.0,-10.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,5.0,0.06,350.0,the number of berries,49.0,7.0,-7.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,6.0,0.065,350.0,the number of berries,36.0,6.0,-6.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,4.0,0.07,350.0,the number of berries,64.0,8.0,-8.0
0,count_12_229_2019_10_18_4864_1368_1824.png,12,6.0,0.075,350.0,the number of berries,36.0,6.0,-6.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,6.0,0.02,350.0,the number of berries,49.0,7.0,-7.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,4.0,0.025,350.0,the number of berries,81.0,9.0,-9.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,7.0,0.03,350.0,the number of berries,36.0,6.0,-6.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,11.0,0.035,350.0,the number of berries,4.0,2.0,-2.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,11.0,0.04,350.0,the number of berries,4.0,2.0,-2.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,7.0,0.045,350.0,the number of berries,36.0,6.0,-6.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,5.0,0.05,350.0,the number of berries,64.0,8.0,-8.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,5.0,0.055,350.0,the number of berries,64.0,8.0,-8.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,8.0,0.06,350.0,the number of berries,25.0,5.0,-5.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,8.0,0.065,350.0,the number of berries,25.0,5.0,-5.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,8.0,0.07,350.0,the number of berries,25.0,5.0,-5.0
0,count_13_109_2019_10_02_4864_00_1216.png,13,7.0,0.075,350.0,the number of berries,36.0,6.0,-6.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,12.0,0.02,350.0,the number of berries,4.0,2.0,-2.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,13.0,0.025,350.0,the number of berries,1.0,1.0,-1.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,11.0,0.03,350.0,the number of berries,9.0,3.0,-3.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,11.0,0.035,350.0,the number of berries,9.0,3.0,-3.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,11.0,0.04,350.0,the number of berries,9.0,3.0,-3.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,14.0,0.045,350.0,the number of berries,0.0,0.0,0.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,15.0,0.05,350.0,the number of berries,1.0,1.0,1.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,19.0,0.055,350.0,the number of berries,25.0,5.0,5.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,13.0,0.06,350.0,the number of berries,1.0,1.0,-1.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,11.0,0.065,350.0,the number of berries,9.0,3.0,-3.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,13.0,0.07,350.0,the number of berries,1.0,1.0,-1.0
0,count_14_109_2019_10_02_4864_1368_00.png,14,12.0,0.075,350.0,the number of berries,4.0,2.0,-2.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,6.0,0.02,350.0,the number of berries,64.0,8.0,-8.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,7.0,0.025,350.0,the number of berries,49.0,7.0,-7.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,5.0,0.03,350.0,the number of berries,81.0,9.0,-9.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,4.0,0.035,350.0,the number of berries,100.0,10.0,-10.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,4.0,0.04,350.0,the number of berries,100.0,10.0,-10.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,3.0,0.045,350.0,the number of berries,121.0,11.0,-11.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,3.0,0.05,350.0,the number of berries,121.0,11.0,-11.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,4.0,0.055,350.0,the number of berries,100.0,10.0,-10.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,5.0,0.06,350.0,the number of berries,81.0,9.0,-9.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,4.0,0.065,350.0,the number of berries,100.0,10.0,-10.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,5.0,0.07,350.0,the number of berries,81.0,9.0,-9.0
0,count_14_109_2019_10_02_4864_1824_00.png,14,5.0,0.075,350.0,the number of berries,81.0,9.0,-9.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,5.0,0.02,350.0,the number of berries,81.0,9.0,-9.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,7.0,0.025,350.0,the number of berries,49.0,7.0,-7.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,6.0,0.03,350.0,the number of berries,64.0,8.0,-8.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,6.0,0.035,350.0,the number of berries,64.0,8.0,-8.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,6.0,0.04,350.0,the number of berries,64.0,8.0,-8.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,7.0,0.045,350.0,the number of berries,49.0,7.0,-7.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,5.0,0.05,350.0,the number of berries,81.0,9.0,-9.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,7.0,0.055,350.0,the number of berries,49.0,7.0,-7.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,9.0,0.06,350.0,the number of berries,25.0,5.0,-5.0
0,count_14_230_2019_10_18_4864_456_2432.png,14,7.0,0.065,350.0,the number of berries,49.0,7.0,-7.0
