,img,exp_val,clus_pred,treshold,kern_size,text,clus-error,delta_bacche_abs,delta_bacche
0,count_101_271_2019_09_11_4864_00_00.png,101,134.0,0.075,350.0,the number of berries,1089.0,33.0,33.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,59.0,0.02,350.0,the number of berries,1849.0,43.0,-43.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,71.0,0.025,350.0,the number of berries,961.0,31.0,-31.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,85.0,0.03,350.0,the number of berries,289.0,17.0,-17.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,119.0,0.035,350.0,the number of berries,289.0,17.0,17.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,132.0,0.04,350.0,the number of berries,900.0,30.0,30.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,124.0,0.045,350.0,the number of berries,484.0,22.0,22.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,135.0,0.05,350.0,the number of berries,1089.0,33.0,33.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,135.0,0.055,350.0,the number of berries,1089.0,33.0,33.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,166.0,0.06,350.0,the number of berries,4096.0,64.0,64.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,179.0,0.065,350.0,the number of berries,5929.0,77.0,77.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,191.0,0.07,350.0,the number of berries,7921.0,89.0,89.0
0,count_102_270_2019_09_11_4864_1368_2432.png,102,190.0,0.075,350.0,the number of berries,7744.0,88.0,88.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,106.0,0.02,350.0,the number of berries,16.0,4.0,4.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,118.0,0.025,350.0,the number of berries,256.0,16.0,16.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,120.0,0.03,350.0,the number of berries,324.0,18.0,18.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,137.0,0.035,350.0,the number of berries,1225.0,35.0,35.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,158.0,0.04,350.0,the number of berries,3136.0,56.0,56.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,163.0,0.045,350.0,the number of berries,3721.0,61.0,61.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,190.0,0.05,350.0,the number of berries,7744.0,88.0,88.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,184.0,0.055,350.0,the number of berries,6724.0,82.0,82.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,187.0,0.06,350.0,the number of berries,7225.0,85.0,85.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,185.0,0.065,350.0,the number of berries,6889.0,83.0,83.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,184.0,0.07,350.0,the number of berries,6724.0,82.0,82.0
0,count_102_270_2019_09_11_4864_1368_3040.png,102,185.0,0.075,350.0,the number of berries,6889.0,83.0,83.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,40.0,0.02,350.0,the number of berries,3969.0,63.0,-63.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,56.0,0.025,350.0,the number of berries,2209.0,47.0,-47.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,57.0,0.03,350.0,the number of berries,2116.0,46.0,-46.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,66.0,0.035,350.0,the number of berries,1369.0,37.0,-37.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,71.0,0.04,350.0,the number of berries,1024.0,32.0,-32.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,76.0,0.045,350.0,the number of berries,729.0,27.0,-27.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,95.0,0.05,350.0,the number of berries,64.0,8.0,-8.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,97.0,0.055,350.0,the number of berries,36.0,6.0,-6.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,80.0,0.06,350.0,the number of berries,529.0,23.0,-23.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,92.0,0.065,350.0,the number of berries,121.0,11.0,-11.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,92.0,0.07,350.0,the number of berries,121.0,11.0,-11.0
0,count_103_278_2019_09_11_4864_1368_3648.png,103,108.0,0.075,350.0,the number of berries,25.0,5.0,5.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,126.0,0.02,350.0,the number of berries,529.0,23.0,23.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,141.0,0.025,350.0,the number of berries,1444.0,38.0,38.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,184.0,0.03,350.0,the number of berries,6561.0,81.0,81.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,204.0,0.035,350.0,the number of berries,10201.0,101.0,101.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,238.0,0.04,350.0,the number of berries,18225.0,135.0,135.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,272.0,0.045,350.0,the number of berries,28561.0,169.0,169.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,298.0,0.05,350.0,the number of berries,38025.0,195.0,195.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,317.0,0.055,350.0,the number of berries,45796.0,214.0,214.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,348.0,0.06,350.0,the number of berries,60025.0,245.0,245.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,355.0,0.065,350.0,the number of berries,63504.0,252.0,252.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,351.0,0.07,350.0,the number of berries,61504.0,248.0,248.0
0,count_103_310_2019_09_11_4864_1824_1824.png,103,364.0,0.075,350.0,the number of berries,68121.0,261.0,261.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,17.0,0.02,350.0,the number of berries,7744.0,88.0,-88.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,18.0,0.025,350.0,the number of berries,7569.0,87.0,-87.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,25.0,0.03,350.0,the number of berries,6400.0,80.0,-80.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,33.0,0.035,350.0,the number of berries,5184.0,72.0,-72.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,34.0,0.04,350.0,the number of berries,5041.0,71.0,-71.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,49.0,0.045,350.0,the number of berries,3136.0,56.0,-56.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,53.0,0.05,350.0,the number of berries,2704.0,52.0,-52.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,54.0,0.055,350.0,the number of berries,2601.0,51.0,-51.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,76.0,0.06,350.0,the number of berries,841.0,29.0,-29.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,71.0,0.065,350.0,the number of berries,1156.0,34.0,-34.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,82.0,0.07,350.0,the number of berries,529.0,23.0,-23.0
0,count_105_270_2019_09_11_4864_456_3040.png,105,92.0,0.075,350.0,the number of berries,169.0,13.0,-13.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,56.0,0.02,350.0,the number of berries,2401.0,49.0,-49.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,67.0,0.025,350.0,the number of berries,1444.0,38.0,-38.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,82.0,0.03,350.0,the number of berries,529.0,23.0,-23.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,102.0,0.035,350.0,the number of berries,9.0,3.0,-3.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,108.0,0.04,350.0,the number of berries,9.0,3.0,3.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,128.0,0.045,350.0,the number of berries,529.0,23.0,23.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,134.0,0.05,350.0,the number of berries,841.0,29.0,29.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,154.0,0.055,350.0,the number of berries,2401.0,49.0,49.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,159.0,0.06,350.0,the number of berries,2916.0,54.0,54.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,169.0,0.065,350.0,the number of berries,4096.0,64.0,64.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,191.0,0.07,350.0,the number of berries,7396.0,86.0,86.0
0,count_105_270_2019_09_11_4864_912_1824.png,105,190.0,0.075,350.0,the number of berries,7225.0,85.0,85.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,143.0,0.02,350.0,the number of berries,1296.0,36.0,36.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,158.0,0.025,350.0,the number of berries,2601.0,51.0,51.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,191.0,0.03,350.0,the number of berries,7056.0,84.0,84.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,205.0,0.035,350.0,the number of berries,9604.0,98.0,98.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,200.0,0.04,350.0,the number of berries,8649.0,93.0,93.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,236.0,0.045,350.0,the number of berries,16641.0,129.0,129.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,252.0,0.05,350.0,the number of berries,21025.0,145.0,145.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,267.0,0.055,350.0,the number of berries,25600.0,160.0,160.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,284.0,0.06,350.0,the number of berries,31329.0,177.0,177.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,291.0,0.065,350.0,the number of berries,33856.0,184.0,184.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,287.0,0.07,350.0,the number of berries,32400.0,180.0,180.0
0,count_107_274_2019_09_11_4864_1368_2432.png,107,287.0,0.075,350.0,the number of berries,32400.0,180.0,180.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,44.0,0.02,350.0,the number of berries,4096.0,64.0,-64.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,51.0,0.025,350.0,the number of berries,3249.0,57.0,-57.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,60.0,0.03,350.0,the number of berries,2304.0,48.0,-48.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,64.0,0.035,350.0,the number of berries,1936.0,44.0,-44.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,78.0,0.04,350.0,the number of berries,900.0,30.0,-30.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,72.0,0.045,350.0,the number of berries,1296.0,36.0,-36.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,101.0,0.05,350.0,the number of berries,49.0,7.0,-7.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,100.0,0.055,350.0,the number of berries,64.0,8.0,-8.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,97.0,0.06,350.0,the number of berries,121.0,11.0,-11.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,102.0,0.065,350.0,the number of berries,36.0,6.0,-6.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,105.0,0.07,350.0,the number of berries,9.0,3.0,-3.0
0,count_108_166_2019_10_02_4864_1824_3648.png,108,96.0,0.075,350.0,the number of berries,144.0,12.0,-12.0
0,count_108_271_2019_09_11_4864_912_608.png,108,29.0,0.02,350.0,the number of berries,6241.0,79.0,-79.0
0,count_108_271_2019_09_11_4864_912_608.png,108,36.0,0.025,350.0,the number of berries,5184.0,72.0,-72.0
0,count_108_271_2019_09_11_4864_912_608.png,108,37.0,0.03,350.0,the number of berries,5041.0,71.0,-71.0
0,count_108_271_2019_09_11_4864_912_608.png,108,49.0,0.035,350.0,the number of berries,3481.0,59.0,-59.0
0,count_108_271_2019_09_11_4864_912_608.png,108,50.0,0.04,350.0,the number of berries,3364.0,58.0,-58.0
0,count_108_271_2019_09_11_4864_912_608.png,108,63.0,0.045,350.0,the number of berries,2025.0,45.0,-45.0
0,count_108_271_2019_09_11_4864_912_608.png,108,60.0,0.05,350.0,the number of berries,2304.0,48.0,-48.0
0,count_108_271_2019_09_11_4864_912_608.png,108,57.0,0.055,350.0,the number of berries,2601.0,51.0,-51.0
0,count_108_271_2019_09_11_4864_912_608.png,108,70.0,0.06,350.0,the number of berries,1444.0,38.0,-38.0
0,count_108_271_2019_09_11_4864_912_608.png,108,81.0,0.065,350.0,the number of berries,729.0,27.0,-27.0
0,count_108_271_2019_09_11_4864_912_608.png,108,89.0,0.07,350.0,the number of berries,361.0,19.0,-19.0
0,count_108_271_2019_09_11_4864_912_608.png,108,86.0,0.075,350.0,the number of berries,484.0,22.0,-22.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,15.0,0.02,350.0,the number of berries,25.0,5.0,5.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,19.0,0.025,350.0,the number of berries,81.0,9.0,9.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,17.0,0.03,350.0,the number of berries,49.0,7.0,7.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,15.0,0.035,350.0,the number of berries,25.0,5.0,5.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,15.0,0.04,350.0,the number of berries,25.0,5.0,5.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,14.0,0.045,350.0,the number of berries,16.0,4.0,4.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,13.0,0.05,350.0,the number of berries,9.0,3.0,3.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,12.0,0.055,350.0,the number of berries,4.0,2.0,2.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,10.0,0.06,350.0,the number of berries,0.0,0.0,0.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,11.0,0.065,350.0,the number of berries,1.0,1.0,1.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,10.0,0.07,350.0,the number of berries,0.0,0.0,0.0
0,count_10_109_2019_10_02_4864_456_1216.png,10,11.0,0.075,350.0,the number of berries,1.0,1.0,1.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,1.0,0.02,350.0,the number of berries,81.0,9.0,-9.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,1.0,0.025,350.0,the number of berries,81.0,9.0,-9.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,1.0,0.03,350.0,the number of berries,81.0,9.0,-9.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,1.0,0.035,350.0,the number of berries,81.0,9.0,-9.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,1.0,0.04,350.0,the number of berries,81.0,9.0,-9.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,2.0,0.045,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,2.0,0.05,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,3.0,0.055,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,2.0,0.06,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,2.0,0.065,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,2.0,0.07,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_110_2019_10_02_4864_2736_4256.png,10,2.0,0.075,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,3.0,0.02,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,3.0,0.025,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,3.0,0.03,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,4.0,0.035,350.0,the number of berries,36.0,6.0,-6.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,5.0,0.04,350.0,the number of berries,25.0,5.0,-5.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,7.0,0.045,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,7.0,0.05,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,6.0,0.055,350.0,the number of berries,16.0,4.0,-4.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,6.0,0.06,350.0,the number of berries,16.0,4.0,-4.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,7.0,0.065,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,5.0,0.07,350.0,the number of berries,25.0,5.0,-5.0
0,count_10_112_2019_10_02_4864_3192_3648.png,10,5.0,0.075,350.0,the number of berries,25.0,5.0,-5.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,6.0,0.02,350.0,the number of berries,16.0,4.0,-4.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,7.0,0.025,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,5.0,0.03,350.0,the number of berries,25.0,5.0,-5.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,5.0,0.035,350.0,the number of berries,25.0,5.0,-5.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,11.0,0.04,350.0,the number of berries,1.0,1.0,1.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,15.0,0.045,350.0,the number of berries,25.0,5.0,5.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,15.0,0.05,350.0,the number of berries,25.0,5.0,5.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,19.0,0.055,350.0,the number of berries,81.0,9.0,9.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,29.0,0.06,350.0,the number of berries,361.0,19.0,19.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,30.0,0.065,350.0,the number of berries,400.0,20.0,20.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,44.0,0.07,350.0,the number of berries,1156.0,34.0,34.0
0,count_10_114_2019_10_02_4864_1824_00.png,10,47.0,0.075,350.0,the number of berries,1369.0,37.0,37.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,11.0,0.02,350.0,the number of berries,1.0,1.0,1.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,11.0,0.025,350.0,the number of berries,1.0,1.0,1.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,14.0,0.03,350.0,the number of berries,16.0,4.0,4.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,15.0,0.035,350.0,the number of berries,25.0,5.0,5.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,20.0,0.04,350.0,the number of berries,100.0,10.0,10.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,17.0,0.045,350.0,the number of berries,49.0,7.0,7.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,22.0,0.05,350.0,the number of berries,144.0,12.0,12.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,17.0,0.055,350.0,the number of berries,49.0,7.0,7.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,19.0,0.06,350.0,the number of berries,81.0,9.0,9.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,23.0,0.065,350.0,the number of berries,169.0,13.0,13.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,26.0,0.07,350.0,the number of berries,256.0,16.0,16.0
0,count_10_115_2019_10_02_4864_1368_00.png,10,32.0,0.075,350.0,the number of berries,484.0,22.0,22.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,4.0,0.02,350.0,the number of berries,36.0,6.0,-6.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,4.0,0.025,350.0,the number of berries,36.0,6.0,-6.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,4.0,0.03,350.0,the number of berries,36.0,6.0,-6.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,5.0,0.035,350.0,the number of berries,25.0,5.0,-5.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,5.0,0.04,350.0,the number of berries,25.0,5.0,-5.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,9.0,0.045,350.0,the number of berries,1.0,1.0,-1.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,7.0,0.05,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,9.0,0.055,350.0,the number of berries,1.0,1.0,-1.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,8.0,0.06,350.0,the number of berries,4.0,2.0,-2.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,7.0,0.065,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,6.0,0.07,350.0,the number of berries,16.0,4.0,-4.0
0,count_10_116_2019_10_02_4864_1824_1824.png,10,6.0,0.075,350.0,the number of berries,16.0,4.0,-4.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,3.0,0.02,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,3.0,0.025,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,3.0,0.03,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,2.0,0.035,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,2.0,0.04,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,2.0,0.045,350.0,the number of berries,64.0,8.0,-8.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,3.0,0.05,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,4.0,0.055,350.0,the number of berries,36.0,6.0,-6.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,3.0,0.06,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,3.0,0.065,350.0,the number of berries,49.0,7.0,-7.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,5.0,0.07,350.0,the number of berries,25.0,5.0,-5.0
0,count_10_119_2019_10_02_4864_1368_1824.png,10,4.0,0.075,350.0,the number of berries,36.0,6.0,-6.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,9.0,0.02,350.0,the number of berries,1.0,1.0,-1.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,8.0,0.025,350.0,the number of berries,4.0,2.0,-2.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,7.0,0.03,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,9.0,0.035,350.0,the number of berries,1.0,1.0,-1.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,11.0,0.04,350.0,the number of berries,1.0,1.0,1.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,11.0,0.045,350.0,the number of berries,1.0,1.0,1.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,17.0,0.05,350.0,the number of berries,49.0,7.0,7.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,15.0,0.055,350.0,the number of berries,25.0,5.0,5.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,15.0,0.06,350.0,the number of berries,25.0,5.0,5.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,17.0,0.065,350.0,the number of berries,49.0,7.0,7.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,14.0,0.07,350.0,the number of berries,16.0,4.0,4.0
0,count_10_119_2019_10_02_4864_1368_3648.png,10,12.0,0.075,350.0,the number of berries,4.0,2.0,2.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,10.0,0.02,350.0,the number of berries,0.0,0.0,0.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,13.0,0.025,350.0,the number of berries,9.0,3.0,3.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,7.0,0.03,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,7.0,0.035,350.0,the number of berries,9.0,3.0,-3.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,8.0,0.04,350.0,the number of berries,4.0,2.0,-2.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,11.0,0.045,350.0,the number of berries,1.0,1.0,1.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,19.0,0.05,350.0,the number of berries,81.0,9.0,9.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,14.0,0.055,350.0,the number of berries,16.0,4.0,4.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,15.0,0.06,350.0,the number of berries,25.0,5.0,5.0
0,count_10_120_2019_10_02_4864_1824_3648.png,10,17.0,0.065,350.0,the number of berries,49.0,7.0,7.0
